city,persona,card,temperature_2m,relative_humidity_2m,apparent_temperature,precipitation,rain,weather_code,wind_speed_10m,soil_moisture_0_to_7cm,us_aqi,european_aqi,uv_index,pm2_5,pm10,nitrogen_dioxide,sulphur_dioxide,carbon_monoxide,ozone,is_daylight,relevance_score,hour,day_of_week,month
Srinagar,traveler,uv,18.7,83,20.6,0.0,0.0,0,0.4,0.123,121,75,0.0,70.3,78.5,34.3,2.4,589.0,1.0,False,0.39,3,1,8
Raipur,fitness,weather_condition,23.8,98,27.7,1.8,1.8,61,12.5,0.381,90,64,0.0,27.0,28.2,25.3,39.2,284.0,47.0,False,0.85,3,1,8
Raipur,farmer,uv,23.8,98,27.7,1.8,1.8,61,12.5,0.381,90,64,0.0,27.0,28.2,25.3,39.2,284.0,47.0,False,0.21,3,1,8
Mumbai,farmer,aqi,26.3,85,30.8,0.1,0.1,51,9.8,0.281,66,43,0.0,17.2,48.9,4.2,3.2,108.0,40.0,False,0.212,3,1,8
Mumbai,fitness,weather_condition,26.3,85,30.8,0.1,0.1,51,9.8,0.281,66,43,0.0,17.2,48.9,4.2,3.2,108.0,40.0,False,0.85,3,1,8
Mumbai,fitness,soil_moisture,26.3,85,30.8,0.1,0.1,51,9.8,0.281,66,43,0.0,17.2,48.9,4.2,3.2,108.0,40.0,False,0.2231,3,1,8
Mumbai,fitness,wind,26.3,85,30.8,0.1,0.1,51,9.8,0.281,66,43,0.0,17.2,48.9,4.2,3.2,108.0,40.0,False,0.488,3,1,8
Mumbai,fitness,rain,26.3,85,30.8,0.1,0.1,51,9.8,0.281,66,43,0.0,17.2,48.9,4.2,3.2,108.0,40.0,False,0.428,3,1,8
Mumbai,fitness,humidity,26.3,85,30.8,0.1,0.1,51,9.8,0.281,66,43,0.0,17.2,48.9,4.2,3.2,108.0,40.0,False,0.75,3,1,8
Mumbai,fitness,temperature,26.3,85,30.8,0.1,0.1,51,9.8,0.281,66,43,0.0,17.2,48.9,4.2,3.2,108.0,40.0,False,0.55,3,1,8
Mumbai,fitness,uv,26.3,85,30.8,0.1,0.1,51,9.8,0.281,66,43,0.0,17.2,48.9,4.2,3.2,108.0,40.0,False,0.54,3,1,8
Mumbai,fitness,aqi,26.3,85,30.8,0.1,0.1,51,9.8,0.281,66,43,0.0,17.2,48.9,4.2,3.2,108.0,40.0,False,0.602,3,1,8
Raipur,traveler,weather_condition,23.8,98,27.7,1.8,1.8,61,12.5,0.381,90,64,0.0,27.0,28.2,25.3,39.2,284.0,47.0,False,1.0,3,1,8
Raipur,traveler,soil_moisture,23.8,98,27.7,1.8,1.8,61,12.5,0.381,90,64,0.0,27.0,28.2,25.3,39.2,284.0,47.0,False,0.0969,3,1,8
Raipur,traveler,wind,23.8,98,27.7,1.8,1.8,61,12.5,0.381,90,64,0.0,27.0,28.2,25.3,39.2,284.0,47.0,False,0.65,3,1,8
Raipur,traveler,rain,23.8,98,27.7,1.8,1.8,61,12.5,0.381,90,64,0.0,27.0,28.2,25.3,39.2,284.0,47.0,False,0.714,3,1,8
Raipur,traveler,humidity,23.8,98,27.7,1.8,1.8,61,12.5,0.381,90,64,0.0,27.0,28.2,25.3,39.2,284.0,47.0,False,0.8067,3,1,8
Raipur,traveler,temperature,23.8,98,27.7,1.8,1.8,61,12.5,0.381,90,64,0.0,27.0,28.2,25.3,39.2,284.0,47.0,False,0.54,3,1,8
Raipur,traveler,uv,23.8,98,27.7,1.8,1.8,61,12.5,0.381,90,64,0.0,27.0,28.2,25.3,39.2,284.0,47.0,False,0.39,3,1,8
Raipur,traveler,aqi,23.8,98,27.7,1.8,1.8,61,12.5,0.381,90,64,0.0,27.0,28.2,25.3,39.2,284.0,47.0,False,0.41,3,1,8
Raipur,farmer,weather_condition,23.8,98,27.7,1.8,1.8,61,12.5,0.381,90,64,0.0,27.0,28.2,25.3,39.2,284.0,47.0,False,0.94,3,1,8
Raipur,farmer,soil_moisture,23.8,98,27.7,1.8,1.8,61,12.5,0.381,90,64,0.0,27.0,28.2,25.3,39.2,284.0,47.0,False,0.6789,3,1,8
Raipur,farmer,wind,23.8,98,27.7,1.8,1.8,61,12.5,0.381,90,64,0.0,27.0,28.2,25.3,39.2,284.0,47.0,False,0.62,3,1,8
Raipur,farmer,rain,23.8,98,27.7,1.8,1.8,61,12.5,0.381,90,64,0.0,27.0,28.2,25.3,39.2,284.0,47.0,False,0.714,3,1,8
Raipur,farmer,humidity,23.8,98,27.7,1.8,1.8,61,12.5,0.381,90,64,0.0,27.0,28.2,25.3,39.2,284.0,47.0,False,0.8967,3,1,8
Raipur,farmer,temperature,23.8,98,27.7,1.8,1.8,61,12.5,0.381,90,64,0.0,27.0,28.2,25.3,39.2,284.0,47.0,False,0.48,3,1,8
Raipur,farmer,aqi,23.8,98,27.7,1.8,1.8,61,12.5,0.381,90,64,0.0,27.0,28.2,25.3,39.2,284.0,47.0,False,0.26,3,1,8
Mumbai,farmer,uv,26.3,85,30.8,0.1,0.1,51,9.8,0.281,66,43,0.0,17.2,48.9,4.2,3.2,108.0,40.0,False,0.21,3,1,8
Srinagar,traveler,temperature,18.7,83,20.6,0.0,0.0,0,0.4,0.123,121,75,0.0,70.3,78.5,34.3,2.4,589.0,1.0,False,0.54,3,1,8
Srinagar,traveler,rain,18.7,83,20.6,0.0,0.0,0,0.4,0.123,121,75,0.0,70.3,78.5,34.3,2.4,589.0,1.0,False,0.57,3,1,8
Bhopal,traveler,weather_condition,23.6,95,27.1,0.1,0.1,51,12.2,0.414,85,62,0.0,36.8,47.7,10.2,5.5,249.0,49.0,False,1.0,3,1,8
Pune,traveler,weather_condition,22.6,90,25.3,0.0,0.0,3,11.2,0.291,47,17,0.0,4.4,8.7,5.7,5.6,112.0,33.0,False,0.64,3,1,8
Bhopal,traveler,soil_moisture,23.6,95,27.1,0.1,0.1,51,12.2,0.414,85,62,0.0,36.8,47.7,10.2,5.5,249.0,49.0,False,0.0591,3,1,8
Bhopal,traveler,wind,23.6,95,27.1,0.1,0.1,51,12.2,0.414,85,62,0.0,36.8,47.7,10.2,5.5,249.0,49.0,False,0.642,3,1,8
Bhopal,fitness,aqi,23.6,95,27.1,0.1,0.1,51,12.2,0.414,85,62,0.0,36.8,47.7,10.2,5.5,249.0,49.0,False,0.64,3,1,8
Bhopal,fitness,uv,23.6,95,27.1,0.1,0.1,51,12.2,0.414,85,62,0.0,36.8,47.7,10.2,5.5,249.0,49.0,False,0.54,3,1,8
Bhopal,fitness,temperature,23.6,95,27.1,0.1,0.1,51,12.2,0.414,85,62,0.0,36.8,47.7,10.2,5.5,249.0,49.0,False,0.51,3,1,8
Bhopal,fitness,humidity,23.6,95,27.1,0.1,0.1,51,12.2,0.414,85,62,0.0,36.8,47.7,10.2,5.5,249.0,49.0,False,0.8167,3,1,8
Bhopal,fitness,rain,23.6,95,27.1,0.1,0.1,51,12.2,0.414,85,62,0.0,36.8,47.7,10.2,5.5,249.0,49.0,False,0.428,3,1,8
Bhopal,fitness,wind,23.6,95,27.1,0.1,0.1,51,12.2,0.414,85,62,0.0,36.8,47.7,10.2,5.5,249.0,49.0,False,0.552,3,1,8
Bhopal,fitness,soil_moisture,23.6,95,27.1,0.1,0.1,51,12.2,0.414,85,62,0.0,36.8,47.7,10.2,5.5,249.0,49.0,False,0.0711,3,1,8
Bhopal,fitness,weather_condition,23.6,95,27.1,0.1,0.1,51,12.2,0.414,85,62,0.0,36.8,47.7,10.2,5.5,249.0,49.0,False,0.85,3,1,8
Bhopal,farmer,aqi,23.6,95,27.1,0.1,0.1,51,12.2,0.414,85,62,0.0,36.8,47.7,10.2,5.5,249.0,49.0,False,0.25,3,1,8
Bhopal,farmer,uv,23.6,95,27.1,0.1,0.1,51,12.2,0.414,85,62,0.0,36.8,47.7,10.2,5.5,249.0,49.0,False,0.21,3,1,8
Bhopal,farmer,temperature,23.6,95,27.1,0.1,0.1,51,12.2,0.414,85,62,0.0,36.8,47.7,10.2,5.5,249.0,49.0,False,0.48,3,1,8
Bhopal,farmer,humidity,23.6,95,27.1,0.1,0.1,51,12.2,0.414,85,62,0.0,36.8,47.7,10.2,5.5,249.0,49.0,False,0.8767,3,1,8
Bhopal,farmer,rain,23.6,95,27.1,0.1,0.1,51,12.2,0.414,85,62,0.0,36.8,47.7,10.2,5.5,249.0,49.0,False,0.578,3,1,8
Bhopal,farmer,wind,23.6,95,27.1,0.1,0.1,51,12.2,0.414,85,62,0.0,36.8,47.7,10.2,5.5,249.0,49.0,False,0.612,3,1,8
Bhopal,farmer,soil_moisture,23.6,95,27.1,0.1,0.1,51,12.2,0.414,85,62,0.0,36.8,47.7,10.2,5.5,249.0,49.0,False,0.6411,3,1,8
Bhopal,farmer,weather_condition,23.6,95,27.1,0.1,0.1,51,12.2,0.414,85,62,0.0,36.8,47.7,10.2,5.5,249.0,49.0,False,0.94,3,1,8
Bhopal,traveler,aqi,23.6,95,27.1,0.1,0.1,51,12.2,0.414,85,62,0.0,36.8,47.7,10.2,5.5,249.0,49.0,False,0.4,3,1,8
Bhopal,traveler,uv,23.6,95,27.1,0.1,0.1,51,12.2,0.414,85,62,0.0,36.8,47.7,10.2,5.5,249.0,49.0,False,0.39,3,1,8
Bhopal,traveler,temperature,23.6,95,27.1,0.1,0.1,51,12.2,0.414,85,62,0.0,36.8,47.7,10.2,5.5,249.0,49.0,False,0.54,3,1,8
Patna,traveler,weather_condition,26.6,96,31.4,0.1,0.1,51,16.8,0.421,74,47,0.0,12.8,13.0,11.3,11.8,257.0,65.0,False,1.0,3,1,8
Srinagar,traveler,humidity,18.7,83,20.6,0.0,0.0,0,0.4,0.123,121,75,0.0,70.3,78.5,34.3,2.4,589.0,1.0,False,0.7067,3,1,8
Patna,traveler,soil_moisture,26.6,96,31.4,0.1,0.1,51,16.8,0.421,74,47,0.0,12.8,13.0,11.3,11.8,257.0,65.0,False,0.0511,3,1,8
Patna,traveler,rain,26.6,96,31.4,0.1,0.1,51,16.8,0.421,74,47,0.0,12.8,13.0,11.3,11.8,257.0,65.0,False,0.578,3,1,8
Srinagar,traveler,wind,18.7,83,20.6,0.0,0.0,0,0.4,0.123,121,75,0.0,70.3,78.5,34.3,2.4,589.0,1.0,False,0.45,3,1,8
Srinagar,traveler,soil_moisture,18.7,83,20.6,0.0,0.0,0,0.4,0.123,121,75,0.0,70.3,78.5,34.3,2.4,589.0,1.0,False,0.3917,3,1,8
Srinagar,traveler,weather_condition,18.7,83,20.6,0.0,0.0,0,0.4,0.123,121,75,0.0,70.3,78.5,34.3,2.4,589.0,1.0,False,0.64,3,1,8
Patna,fitness,aqi,26.6,96,31.4,0.1,0.1,51,16.8,0.421,74,47,0.0,12.8,13.0,11.3,11.8,257.0,65.0,False,0.618,3,1,8
Patna,fitness,uv,26.6,96,31.4,0.1,0.1,51,16.8,0.421,74,47,0.0,12.8,13.0,11.3,11.8,257.0,65.0,False,0.54,3,1,8
Patna,fitness,temperature,26.6,96,31.4,0.1,0.1,51,16.8,0.421,74,47,0.0,12.8,13.0,11.3,11.8,257.0,65.0,False,0.5592,3,1,8
Patna,fitness,humidity,26.6,96,31.4,0.1,0.1,51,16.8,0.421,74,47,0.0,12.8,13.0,11.3,11.8,257.0,65.0,False,0.8233,3,1,8
Patna,fitness,rain,26.6,96,31.4,0.1,0.1,51,16.8,0.421,74,47,0.0,12.8,13.0,11.3,11.8,257.0,65.0,False,0.428,3,1,8
Patna,fitness,wind,26.6,96,31.4,0.1,0.1,51,16.8,0.421,74,47,0.0,12.8,13.0,11.3,11.8,257.0,65.0,False,0.6747,3,1,8
Patna,fitness,soil_moisture,26.6,96,31.4,0.1,0.1,51,16.8,0.421,74,47,0.0,12.8,13.0,11.3,11.8,257.0,65.0,False,0.0631,3,1,8
Patna,fitness,weather_condition,26.6,96,31.4,0.1,0.1,51,16.8,0.421,74,47,0.0,12.8,13.0,11.3,11.8,257.0,65.0,False,0.85,3,1,8
Patna,farmer,aqi,26.6,96,31.4,0.1,0.1,51,16.8,0.421,74,47,0.0,12.8,13.0,11.3,11.8,257.0,65.0,False,0.228,3,1,8
Patna,farmer,uv,26.6,96,31.4,0.1,0.1,51,16.8,0.421,74,47,0.0,12.8,13.0,11.3,11.8,257.0,65.0,False,0.21,3,1,8
Patna,farmer,temperature,26.6,96,31.4,0.1,0.1,51,16.8,0.421,74,47,0.0,12.8,13.0,11.3,11.8,257.0,65.0,False,0.5292,3,1,8
Patna,farmer,humidity,26.6,96,31.4,0.1,0.1,51,16.8,0.421,74,47,0.0,12.8,13.0,11.3,11.8,257.0,65.0,False,0.8833,3,1,8
Patna,farmer,rain,26.6,96,31.4,0.1,0.1,51,16.8,0.421,74,47,0.0,12.8,13.0,11.3,11.8,257.0,65.0,False,0.578,3,1,8
Patna,farmer,wind,26.6,96,31.4,0.1,0.1,51,16.8,0.421,74,47,0.0,12.8,13.0,11.3,11.8,257.0,65.0,False,0.7347,3,1,8
Patna,farmer,soil_moisture,26.6,96,31.4,0.1,0.1,51,16.8,0.421,74,47,0.0,12.8,13.0,11.3,11.8,257.0,65.0,False,0.6331,3,1,8
Patna,farmer,weather_condition,26.6,96,31.4,0.1,0.1,51,16.8,0.421,74,47,0.0,12.8,13.0,11.3,11.8,257.0,65.0,False,0.94,3,1,8
Patna,traveler,aqi,26.6,96,31.4,0.1,0.1,51,16.8,0.421,74,47,0.0,12.8,13.0,11.3,11.8,257.0,65.0,False,0.378,3,1,8
Patna,traveler,uv,26.6,96,31.4,0.1,0.1,51,16.8,0.421,74,47,0.0,12.8,13.0,11.3,11.8,257.0,65.0,False,0.39,3,1,8
Patna,traveler,temperature,26.6,96,31.4,0.1,0.1,51,16.8,0.421,74,47,0.0,12.8,13.0,11.3,11.8,257.0,65.0,False,0.5892,3,1,8
Patna,traveler,humidity,26.6,96,31.4,0.1,0.1,51,16.8,0.421,74,47,0.0,12.8,13.0,11.3,11.8,257.0,65.0,False,0.7933,3,1,8
Patna,traveler,wind,26.6,96,31.4,0.1,0.1,51,16.8,0.421,74,47,0.0,12.8,13.0,11.3,11.8,257.0,65.0,False,0.7647,3,1,8
Mumbai,farmer,temperature,26.3,85,30.8,0.1,0.1,51,9.8,0.281,66,43,0.0,17.2,48.9,4.2,3.2,108.0,40.0,False,0.52,3,1,8
Mumbai,farmer,humidity,26.3,85,30.8,0.1,0.1,51,9.8,0.281,66,43,0.0,17.2,48.9,4.2,3.2,108.0,40.0,False,0.81,3,1,8
Mumbai,farmer,rain,26.3,85,30.8,0.1,0.1,51,9.8,0.281,66,43,0.0,17.2,48.9,4.2,3.2,108.0,40.0,False,0.578,3,1,8
Lucknow,traveler,rain,27.2,96,34.6,0.0,0.0,3,1.6,0.392,90,64,0.0,46.7,46.8,19.1,10.4,613.0,58.0,False,0.57,3,1,8
Lucknow,traveler,humidity,27.2,96,34.6,0.0,0.0,3,1.6,0.392,90,64,0.0,46.7,46.8,19.1,10.4,613.0,58.0,False,0.7933,3,1,8
Lucknow,traveler,temperature,27.2,96,34.6,0.0,0.0,3,1.6,0.392,90,64,0.0,46.7,46.8,19.1,10.4,613.0,58.0,False,0.6077,3,1,8
Lucknow,traveler,uv,27.2,96,34.6,0.0,0.0,3,1.6,0.392,90,64,0.0,46.7,46.8,19.1,10.4,613.0,58.0,False,0.39,3,1,8
Lucknow,traveler,aqi,27.2,96,34.6,0.0,0.0,3,1.6,0.392,90,64,0.0,46.7,46.8,19.1,10.4,613.0,58.0,False,0.41,3,1,8
Lucknow,farmer,weather_condition,27.2,96,34.6,0.0,0.0,3,1.6,0.392,90,64,0.0,46.7,46.8,19.1,10.4,613.0,58.0,False,0.58,3,1,8
Lucknow,farmer,soil_moisture,27.2,96,34.6,0.0,0.0,3,1.6,0.392,90,64,0.0,46.7,46.8,19.1,10.4,613.0,58.0,False,0.6663,3,1,8
Lucknow,farmer,wind,27.2,96,34.6,0.0,0.0,3,1.6,0.392,90,64,0.0,46.7,46.8,19.1,10.4,613.0,58.0,False,0.42,3,1,8
Lucknow,farmer,rain,27.2,96,34.6,0.0,0.0,3,1.6,0.392,90,64,0.0,46.7,46.8,19.1,10.4,613.0,58.0,False,0.57,3,1,8
Lucknow,farmer,humidity,27.2,96,34.6,0.0,0.0,3,1.6,0.392,90,64,0.0,46.7,46.8,19.1,10.4,613.0,58.0,False,0.8833,3,1,8
Lucknow,farmer,temperature,27.2,96,34.6,0.0,0.0,3,1.6,0.392,90,64,0.0,46.7,46.8,19.1,10.4,613.0,58.0,False,0.5477,3,1,8
Lucknow,farmer,uv,27.2,96,34.6,0.0,0.0,3,1.6,0.392,90,64,0.0,46.7,46.8,19.1,10.4,613.0,58.0,False,0.21,3,1,8
Lucknow,farmer,aqi,27.2,96,34.6,0.0,0.0,3,1.6,0.392,90,64,0.0,46.7,46.8,19.1,10.4,613.0,58.0,False,0.26,3,1,8
Lucknow,fitness,weather_condition,27.2,96,34.6,0.0,0.0,3,1.6,0.392,90,64,0.0,46.7,46.8,19.1,10.4,613.0,58.0,False,0.49,3,1,8
Lucknow,fitness,soil_moisture,27.2,96,34.6,0.0,0.0,3,1.6,0.392,90,64,0.0,46.7,46.8,19.1,10.4,613.0,58.0,False,0.0963,3,1,8
Lucknow,fitness,wind,27.2,96,34.6,0.0,0.0,3,1.6,0.392,90,64,0.0,46.7,46.8,19.1,10.4,613.0,58.0,False,0.36,3,1,8
Hyderabad,fitness,temperature,23.5,89,26.5,0.0,0.0,3,12.0,0.276,57,25,0.0,12.5,18.4,8.8,5.2,149.0,39.0,False,0.51,3,1,8
Hyderabad,fitness,humidity,23.5,89,26.5,0.0,0.0,3,12.0,0.276,57,25,0.0,12.5,18.4,8.8,5.2,149.0,39.0,False,0.7767,3,1,8
Hyderabad,fitness,rain,23.5,89,26.5,0.0,0.0,3,12.0,0.276,57,25,0.0,12.5,18.4,8.8,5.2,149.0,39.0,False,0.42,3,1,8
Hyderabad,fitness,wind,23.5,89,26.5,0.0,0.0,3,12.0,0.276,57,25,0.0,12.5,18.4,8.8,5.2,149.0,39.0,False,0.5467,3,1,8
Hyderabad,fitness,soil_moisture,23.5,89,26.5,0.0,0.0,3,12.0,0.276,57,25,0.0,12.5,18.4,8.8,5.2,149.0,39.0,False,0.2289,3,1,8
Hyderabad,fitness,weather_condition,23.5,89,26.5,0.0,0.0,3,12.0,0.276,57,25,0.0,12.5,18.4,8.8,5.2,149.0,39.0,False,0.49,3,1,8
Hyderabad,farmer,aqi,23.5,89,26.5,0.0,0.0,3,12.0,0.276,57,25,0.0,12.5,18.4,8.8,5.2,149.0,39.0,False,0.194,3,1,8
Lucknow,traveler,wind,27.2,96,34.6,0.0,0.0,3,1.6,0.392,90,64,0.0,46.7,46.8,19.1,10.4,613.0,58.0,False,0.45,3,1,8
Hyderabad,farmer,uv,23.5,89,26.5,0.0,0.0,3,12.0,0.276,57,25,0.0,12.5,18.4,8.8,5.2,149.0,39.0,False,0.21,3,1,8
Lucknow,traveler,soil_moisture,27.2,96,34.6,0.0,0.0,3,1.6,0.392,90,64,0.0,46.7,46.8,19.1,10.4,613.0,58.0,False,0.0843,3,1,8
Hyderabad,fitness,uv,23.5,89,26.5,0.0,0.0,3,12.0,0.276,57,25,0.0,12.5,18.4,8.8,5.2,149.0,39.0,False,0.54,3,1,8
Ghaziabad,farmer,soil_moisture,27.6,97,35.3,0.0,0.0,3,2.1,0.349,155,90,0.0,75.7,82.9,34.8,14.3,955.0,25.0,False,0.7154,3,1,8
Ghaziabad,farmer,weather_condition,27.6,97,35.3,0.0,0.0,3,2.1,0.349,155,90,0.0,75.7,82.9,34.8,14.3,955.0,25.0,False,0.58,3,1,8
Ghaziabad,traveler,aqi,27.6,97,35.3,0.0,0.0,3,2.1,0.349,155,90,0.0,75.7,82.9,34.8,14.3,955.0,25.0,False,0.54,3,1,8
Kolkata,traveler,rain,26.7,90,31.9,0.0,0.0,3,10.3,0.381,52,23,0.0,6.1,7.4,5.6,4.2,178.0,58.0,False,0.57,3,1,8
Kolkata,traveler,wind,26.7,90,31.9,0.0,0.0,3,10.3,0.381,52,23,0.0,6.1,7.4,5.6,4.2,178.0,58.0,False,0.5913,3,1,8
Kolkata,traveler,soil_moisture,26.7,90,31.9,0.0,0.0,3,10.3,0.381,52,23,0.0,6.1,7.4,5.6,4.2,178.0,58.0,False,0.0969,3,1,8
Kolkata,traveler,weather_condition,26.7,90,31.9,0.0,0.0,3,10.3,0.381,52,23,0.0,6.1,7.4,5.6,4.2,178.0,58.0,False,0.64,3,1,8
Ghaziabad,traveler,uv,27.6,97,35.3,0.0,0.0,3,2.1,0.349,155,90,0.0,75.7,82.9,34.8,14.3,955.0,25.0,False,0.39,3,1,8
Ghaziabad,traveler,temperature,27.6,97,35.3,0.0,0.0,3,2.1,0.349,155,90,0.0,75.7,82.9,34.8,14.3,955.0,25.0,False,0.62,3,1,8
Ghaziabad,traveler,humidity,27.6,97,35.3,0.0,0.0,3,2.1,0.349,155,90,0.0,75.7,82.9,34.8,14.3,955.0,25.0,False,0.8,3,1,8
Guwahati,fitness,weather_condition,25.7,97,31.7,1.0,1.0,55,6.0,0.499,52,20,0.0,8.5,9.4,10.6,1.5,199.0,25.0,False,0.85,3,1,8
Ghaziabad,traveler,wind,27.6,97,35.3,0.0,0.0,3,2.1,0.349,155,90,0.0,75.7,82.9,34.8,14.3,955.0,25.0,False,0.45,3,1,8
Ghaziabad,traveler,soil_moisture,27.6,97,35.3,0.0,0.0,3,2.1,0.349,155,90,0.0,75.7,82.9,34.8,14.3,955.0,25.0,False,0.1334,3,1,8
Ghaziabad,traveler,weather_condition,27.6,97,35.3,0.0,0.0,3,2.1,0.349,155,90,0.0,75.7,82.9,34.8,14.3,955.0,25.0,False,0.64,3,1,8
Bhubaneswar,traveler,aqi,25.6,96,30.9,0.1,0.1,51,8.5,0.394,74,46,0.0,20.4,22.5,14.1,8.1,445.0,61.0,False,0.378,3,1,8
Bhubaneswar,traveler,uv,25.6,96,30.9,0.1,0.1,51,8.5,0.394,74,46,0.0,20.4,22.5,14.1,8.1,445.0,61.0,False,0.39,3,1,8
Bhubaneswar,traveler,temperature,25.6,96,30.9,0.1,0.1,51,8.5,0.394,74,46,0.0,20.4,22.5,14.1,8.1,445.0,61.0,False,0.5585,3,1,8
Bhubaneswar,traveler,humidity,25.6,96,30.9,0.1,0.1,51,8.5,0.394,74,46,0.0,20.4,22.5,14.1,8.1,445.0,61.0,False,0.7933,3,1,8
Bhubaneswar,traveler,rain,25.6,96,30.9,0.1,0.1,51,8.5,0.394,74,46,0.0,20.4,22.5,14.1,8.1,445.0,61.0,False,0.578,3,1,8
Bhubaneswar,traveler,wind,25.6,96,30.9,0.1,0.1,51,8.5,0.394,74,46,0.0,20.4,22.5,14.1,8.1,445.0,61.0,False,0.5433,3,1,8
Bhubaneswar,traveler,soil_moisture,25.6,96,30.9,0.1,0.1,51,8.5,0.394,74,46,0.0,20.4,22.5,14.1,8.1,445.0,61.0,False,0.082,3,1,8
Bhubaneswar,traveler,weather_condition,25.6,96,30.9,0.1,0.1,51,8.5,0.394,74,46,0.0,20.4,22.5,14.1,8.1,445.0,61.0,False,1.0,3,1,8
Hyderabad,fitness,aqi,23.5,89,26.5,0.0,0.0,3,12.0,0.276,57,25,0.0,12.5,18.4,8.8,5.2,149.0,39.0,False,0.584,3,1,8
Lucknow,traveler,weather_condition,27.2,96,34.6,0.0,0.0,3,1.6,0.392,90,64,0.0,46.7,46.8,19.1,10.4,613.0,58.0,False,0.64,3,1,8
Hyderabad,farmer,temperature,23.5,89,26.5,0.0,0.0,3,12.0,0.276,57,25,0.0,12.5,18.4,8.8,5.2,149.0,39.0,False,0.48,3,1,8
Hyderabad,farmer,humidity,23.5,89,26.5,0.0,0.0,3,12.0,0.276,57,25,0.0,12.5,18.4,8.8,5.2,149.0,39.0,False,0.8367,3,1,8
Hyderabad,farmer,rain,23.5,89,26.5,0.0,0.0,3,12.0,0.276,57,25,0.0,12.5,18.4,8.8,5.2,149.0,39.0,False,0.57,3,1,8
Dehradun,farmer,rain,24.4,100,30.3,0.0,0.0,3,2.9,0.416,74,47,0.0,5.3,5.6,13.6,3.0,367.0,50.0,False,0.57,3,1,8
Dehradun,farmer,wind,24.4,100,30.3,0.0,0.0,3,2.9,0.416,74,47,0.0,5.3,5.6,13.6,3.0,367.0,50.0,False,0.42,3,1,8
Dehradun,farmer,soil_moisture,24.4,100,30.3,0.0,0.0,3,2.9,0.416,74,47,0.0,5.3,5.6,13.6,3.0,367.0,50.0,False,0.6389,3,1,8
Dehradun,farmer,weather_condition,24.4,100,30.3,0.0,0.0,3,2.9,0.416,74,47,0.0,5.3,5.6,13.6,3.0,367.0,50.0,False,0.58,3,1,8
Dehradun,traveler,aqi,24.4,100,30.3,0.0,0.0,3,2.9,0.416,74,47,0.0,5.3,5.6,13.6,3.0,367.0,50.0,False,0.378,3,1,8
Dehradun,traveler,uv,24.4,100,30.3,0.0,0.0,3,2.9,0.416,74,47,0.0,5.3,5.6,13.6,3.0,367.0,50.0,False,0.39,3,1,8
Dehradun,traveler,temperature,24.4,100,30.3,0.0,0.0,3,2.9,0.416,74,47,0.0,5.3,5.6,13.6,3.0,367.0,50.0,False,0.54,3,1,8
Dehradun,traveler,humidity,24.4,100,30.3,0.0,0.0,3,2.9,0.416,74,47,0.0,5.3,5.6,13.6,3.0,367.0,50.0,False,0.82,3,1,8
Dehradun,traveler,rain,24.4,100,30.3,0.0,0.0,3,2.9,0.416,74,47,0.0,5.3,5.6,13.6,3.0,367.0,50.0,False,0.57,3,1,8
Dehradun,traveler,wind,24.4,100,30.3,0.0,0.0,3,2.9,0.416,74,47,0.0,5.3,5.6,13.6,3.0,367.0,50.0,False,0.45,3,1,8
Dehradun,traveler,soil_moisture,24.4,100,30.3,0.0,0.0,3,2.9,0.416,74,47,0.0,5.3,5.6,13.6,3.0,367.0,50.0,False,0.0569,3,1,8
Dehradun,traveler,weather_condition,24.4,100,30.3,0.0,0.0,3,2.9,0.416,74,47,0.0,5.3,5.6,13.6,3.0,367.0,50.0,False,0.64,3,1,8
Mumbai,traveler,weather_condition,26.3,85,30.8,0.1,0.1,51,9.8,0.281,66,43,0.0,17.2,48.9,4.2,3.2,108.0,40.0,False,1.0,3,1,8
Mumbai,traveler,soil_moisture,26.3,85,30.8,0.1,0.1,51,9.8,0.281,66,43,0.0,17.2,48.9,4.2,3.2,108.0,40.0,False,0.2111,3,1,8
Mumbai,traveler,wind,26.3,85,30.8,0.1,0.1,51,9.8,0.281,66,43,0.0,17.2,48.9,4.2,3.2,108.0,40.0,False,0.578,3,1,8
Mumbai,traveler,rain,26.3,85,30.8,0.1,0.1,51,9.8,0.281,66,43,0.0,17.2,48.9,4.2,3.2,108.0,40.0,False,0.578,3,1,8
Mumbai,traveler,humidity,26.3,85,30.8,0.1,0.1,51,9.8,0.281,66,43,0.0,17.2,48.9,4.2,3.2,108.0,40.0,False,0.72,3,1,8
Mumbai,traveler,temperature,26.3,85,30.8,0.1,0.1,51,9.8,0.281,66,43,0.0,17.2,48.9,4.2,3.2,108.0,40.0,False,0.58,3,1,8
Mumbai,traveler,uv,26.3,85,30.8,0.1,0.1,51,9.8,0.281,66,43,0.0,17.2,48.9,4.2,3.2,108.0,40.0,False,0.39,3,1,8
Mumbai,traveler,aqi,26.3,85,30.8,0.1,0.1,51,9.8,0.281,66,43,0.0,17.2,48.9,4.2,3.2,108.0,40.0,False,0.362,3,1,8
Mumbai,farmer,weather_condition,26.3,85,30.8,0.1,0.1,51,9.8,0.281,66,43,0.0,17.2,48.9,4.2,3.2,108.0,40.0,False,0.94,3,1,8
