temperature_2m,relative_humidity_2m,apparent_temperature,precipitation,rain,weather_code,wind_speed_10m,soil_moisture_0_to_7cm,timestamp,european_aqi,us_aqi,uv_index,pm2_5,pm10,nitrogen_dioxide,sulphur_dioxide,carbon_monoxide,ozone,sunrise,sunset,is_daylight,city
27.4,93,34.3,0.6,0.6,53,4.4,0.4,2026-08-25 08:00:00,90,155,1.45,61.5,75.2,27.3,30.6,639.0,84.0,2026-08-25 05:54:00,2026-08-25 18:49:00,True,Ghaziabad
28.7,89,36.2,0.2,0.2,51,2.7,0.397,2026-08-25 09:00:00,90,155,2.65,49.2,65.7,20.9,30.3,601.0,122.0,2026-08-25 05:54:00,2026-08-25 18:49:00,True,Ghaziabad
29.8,82,36.4,0.0,0.0,3,7.1,0.392,2026-08-25 10:00:00,90,155,5.25,47.7,64.7,12.6,28.2,521.0,168.0,2026-08-25 05:54:00,2026-08-25 18:49:00,True,Ghaziabad
31.4,72,37.6,0.0,0.0,3,6.7,0.392,2026-08-25 11:00:00,90,155,6.0,48.4,65.9,6.6,26.5,453.0,203.0,2026-08-25 05:54:00,2026-08-25 18:49:00,True,Ghaziabad
31.5,73,38.9,0.0,0.0,3,5.4,0.385,2026-08-25 12:00:00,90,155,5.45,50.9,77.1,4.9,25.8,416.0,217.0,2026-08-25 05:54:00,2026-08-25 18:49:00,True,Ghaziabad
32.2,71,40.5,0.2,0.2,51,3.4,0.38,2026-08-25 13:00:00,90,155,4.75,52.2,73.6,5.4,25.6,391.0,220.0,2026-08-25 05:54:00,2026-08-25 18:49:00,True,Ghaziabad
32.2,70,39.7,0.1,0.1,51,2.4,0.375,2026-08-25 14:00:00,90,155,3.15,53.0,74.7,6.9,26.1,376.0,219.0,2026-08-25 05:54:00,2026-08-25 18:49:00,True,Ghaziabad
32.3,67,39.1,0.1,0.1,51,1.5,0.371,2026-08-25 15:00:00,90,155,2.1,54.5,76.4,7.1,27.5,363.0,221.0,2026-08-25 05:54:00,2026-08-25 18:49:00,True,Ghaziabad
32.3,67,39.1,0.0,0.0,3,1.3,0.367,2026-08-25 16:00:00,90,169,0.95,58.1,80.6,8.1,29.6,361.0,219.0,2026-08-25 05:54:00,2026-08-25 18:49:00,True,Ghaziabad
28.0,95,35.4,0.0,0.0,3,5.2,0.359,2026-08-25 17:00:00,90,191,0.15,31.7,34.5,12.8,15.0,390.0,143.0,2026-08-25 05:54:00,2026-08-25 18:49:00,True,Ghaziabad
28.2,95,36.0,0.6,0.6,53,4.1,0.365,2026-08-25 18:00:00,89,194,0.0,32.9,35.5,16.0,15.1,464.0,127.0,2026-08-25 05:54:00,2026-08-25 18:49:00,True,Ghaziabad
28.1,95,35.8,0.0,0.0,3,3.9,0.364,2026-08-25 19:00:00,88,188,0.0,37.3,39.5,20.6,15.3,570.0,104.0,2026-08-25 05:54:00,2026-08-25 18:49:00,False,Ghaziabad
28.2,94,36.2,0.0,0.0,3,1.2,0.364,2026-08-25 20:00:00,88,172,0.0,49.0,50.9,26.2,16.4,693.0,83.0,2026-08-25 05:54:00,2026-08-25 18:49:00,False,Ghaziabad
28.0,95,36.0,0.0,0.0,3,1.9,0.363,2026-08-25 21:00:00,88,153,0.0,57.2,58.9,33.7,19.1,860.0,67.0,2026-08-25 05:54:00,2026-08-25 18:49:00,False,Ghaziabad
27.6,96,34.8,0.0,0.0,2,5.1,0.362,2026-08-25 22:00:00,88,153,0.0,69.4,71.0,42.2,22.6,1045.0,54.0,2026-08-25 05:54:00,2026-08-25 18:49:00,False,Ghaziabad
27.8,94,35.2,0.0,0.0,2,3.5,0.361,2026-08-25 23:00:00,88,153,0.0,79.9,81.5,47.9,25.8,1147.0,44.0,2026-08-25 05:54:00,2026-08-25 18:49:00,False,Ghaziabad
27.5,95,34.9,0.0,0.0,3,3.1,0.361,2026-08-26 00:00:00,88,153,0.0,81.7,83.6,48.3,28.4,1101.0,39.0,2026-08-26 05:54:00,2026-08-26 18:48:00,False,Ghaziabad
27.3,96,34.5,0.0,0.0,3,3.4,0.36,2026-08-26 01:00:00,88,153,0.0,88.0,89.9,45.9,30.6,973.0,36.0,2026-08-26 05:54:00,2026-08-26 18:48:00,False,Ghaziabad
27.1,96,34.4,0.0,0.0,2,3.0,0.36,2026-08-26 02:00:00,88,153,0.0,93.8,95.5,44.9,32.2,863.0,33.0,2026-08-26 05:54:00,2026-08-26 18:48:00,False,Ghaziabad
27.1,96,34.3,0.0,0.0,2,2.5,0.359,2026-08-26 03:00:00,88,154,0.0,98.5,100.4,48.7,32.2,814.0,22.0,2026-08-26 05:54:00,2026-08-26 18:48:00,False,Ghaziabad
27.0,96,34.1,0.0,0.0,2,3.1,0.358,2026-08-26 04:00:00,89,154,0.0,105.0,106.9,53.8,31.7,783.0,9.0,2026-08-26 05:54:00,2026-08-26 18:48:00,False,Ghaziabad
27.3,96,34.8,0.0,0.0,3,1.8,0.352,2026-08-26 05:00:00,90,155,0.0,71.2,71.9,29.4,21.7,747.0,42.0,2026-08-26 05:54:00,2026-08-26 18:48:00,False,Ghaziabad
27.1,96,34.4,0.0,0.0,3,2.4,0.352,2026-08-26 06:00:00,90,155,0.1,77.8,78.5,26.9,26.6,698.0,59.0,2026-08-26 05:54:00,2026-08-26 18:48:00,True,Ghaziabad
26.6,94,33.2,1.3,1.3,61,2.8,0.367,2026-08-26 07:00:00,90,155,0.7,71.9,73.1,23.3,33.4,644.0,85.0,2026-08-26 05:54:00,2026-08-26 18:48:00,True,Ghaziabad
26.8,93,33.6,0.9,0.9,53,2.4,0.375,2026-08-26 08:00:00,91,156,2.1,60.8,62.4,19.7,39.2,583.0,114.0,2026-08-26 05:54:00,2026-08-26 18:48:00,True,Ghaziabad
27.1,92,33.5,2.0,2.0,61,4.3,0.397,2026-08-26 09:00:00,91,156,4.0,45.3,47.7,16.0,43.0,498.0,147.0,2026-08-26 05:54:00,2026-08-26 18:48:00,True,Ghaziabad
28.0,87,34.3,0.4,0.4,51,5.4,0.397,2026-08-26 10:00:00,91,155,5.85,44.8,48.4,12.2,45.9,406.0,184.0,2026-08-26 05:54:00,2026-08-26 18:48:00,True,Ghaziabad
30.1,77,36.9,0.1,0.1,51,2.7,0.379,2026-08-26 11:00:00,90,155,7.1,49.0,53.9,9.3,48.0,352.0,218.0,2026-08-26 05:54:00,2026-08-26 18:48:00,True,Ghaziabad
31.3,73,38.9,0.0,0.0,3,3.3,0.374,2026-08-26 12:00:00,90,155,6.6,56.9,63.3,7.4,49.7,364.0,250.0,2026-08-26 05:54:00,2026-08-26 18:48:00,True,Ghaziabad
32.2,71,40.7,0.0,0.0,3,1.5,0.368,2026-08-26 13:00:00,91,156,5.55,65.0,72.6,6.3,50.7,415.0,280.0,2026-08-26 05:54:00,2026-08-26 18:48:00,True,Ghaziabad
32.3,69,39.3,0.0,0.0,3,3.5,0.363,2026-08-26 14:00:00,91,156,3.7,71.7,81.3,6.6,50.3,470.0,295.0,2026-08-26 05:54:00,2026-08-26 18:48:00,True,Ghaziabad
32.5,66,38.8,0.0,0.0,3,4.4,0.359,2026-08-26 15:00:00,92,188,1.95,77.5,88.7,8.6,47.9,516.0,291.0,2026-08-26 05:54:00,2026-08-26 18:48:00,True,Ghaziabad
32.3,65,38.2,0.1,0.1,51,5.7,0.356,2026-08-26 16:00:00,92,209,0.75,78.7,89.9,11.8,44.1,565.0,273.0,2026-08-26 05:54:00,2026-08-26 18:48:00,True,Ghaziabad
29.1,91,36.9,0.0,0.0,3,4.1,0.317,2026-08-26 17:00:00,93,220,0.2,93.6,104.3,24.4,49.4,626.0,212.0,2026-08-26 05:54:00,2026-08-26 18:48:00,True,Ghaziabad
28.5,94,36.1,1.4,1.4,61,5.6,0.336,2026-08-26 18:00:00,95,224,0.0,97.3,107.6,30.8,49.4,681.0,183.0,2026-08-26 05:54:00,2026-08-26 18:48:00,True,Ghaziabad
28.0,95,35.1,1.0,1.0,55,7.4,0.348,2026-08-26 19:00:00,97,224,0.0,108.7,119.0,39.6,49.4,747.0,143.0,2026-08-26 05:54:00,2026-08-26 18:48:00,False,Ghaziabad
27.6,96,34.4,0.4,0.4,51,8.7,0.352,2026-08-26 20:00:00,100,219,0.0,120.6,130.4,45.6,48.9,879.0,110.0,2026-08-26 05:54:00,2026-08-26 18:48:00,False,Ghaziabad
27.4,97,34.1,0.0,0.0,3,8.2,0.352,2026-08-26 21:00:00,102,209,0.0,123.9,133.2,46.1,48.0,1176.0,92.0,2026-08-26 05:54:00,2026-08-26 18:48:00,False,Ghaziabad
27.3,96,34.1,0.0,0.0,3,6.9,0.352,2026-08-26 22:00:00,104,192,0.0,118.7,129.9,43.7,46.7,1539.0,82.0,2026-08-26 05:54:00,2026-08-26 18:48:00,False,Ghaziabad
28.7,95,36.1,0.0,0.0,3,7.8,0.345,2026-08-26 23:00:00,106,169,0.0,111.5,126.2,41.7,44.6,1727.0,72.0,2026-08-26 05:54:00,2026-08-26 18:48:00,False,Ghaziabad
28.2,95,35.4,0.0,0.0,3,8.0,0.345,2026-08-27 00:00:00,107,170,0.0,103.8,122.5,41.8,41.2,1579.0,60.0,2026-08-27 05:55:00,2026-08-27 18:47:00,False,Ghaziabad
27.8,96,34.8,0.0,0.0,3,8.0,0.345,2026-08-27 01:00:00,108,171,0.0,100.1,122.0,42.2,37.0,1255.0,48.0,2026-08-27 05:55:00,2026-08-27 18:47:00,False,Ghaziabad
27.7,95,34.6,0.0,0.0,3,7.3,0.344,2026-08-27 02:00:00,108,171,0.0,97.1,120.1,40.6,32.7,1000.0,42.0,2026-08-27 05:55:00,2026-08-27 18:47:00,False,Ghaziabad
27.4,95,34.4,0.0,0.0,3,5.3,0.344,2026-08-27 03:00:00,108,171,0.0,89.6,109.9,35.3,27.9,921.0,44.0,2026-08-27 05:55:00,2026-08-27 18:47:00,False,Ghaziabad
27.2,95,34.3,0.0,0.0,3,4.4,0.344,2026-08-27 04:00:00,108,171,0.0,74.3,85.7,28.1,23.1,910.0,50.0,2026-08-27 05:55:00,2026-08-27 18:47:00,False,Ghaziabad
28.4,94,35.5,0.0,0.0,3,8.2,0.316,2026-08-27 05:00:00,107,170,0.0,66.1,74.5,24.3,21.2,884.0,48.0,2026-08-27 05:55:00,2026-08-27 18:47:00,False,Ghaziabad
28.3,94,35.8,0.0,0.0,3,4.9,0.316,2026-08-27 06:00:00,107,170,0.05,66.4,72.4,23.0,20.5,802.0,51.0,2026-08-27 05:55:00,2026-08-27 18:47:00,True,Ghaziabad
28.7,92,36.2,0.0,0.0,3,5.7,0.316,2026-08-27 07:00:00,106,170,0.25,57.7,64.0,21.0,19.8,703.0,56.0,2026-08-27 05:55:00,2026-08-27 18:47:00,True,Ghaziabad
29.2,90,36.8,0.0,0.0,3,4.7,0.315,2026-08-27 08:00:00,106,169,0.5,52.9,61.0,18.4,20.1,628.0,69.0,2026-08-27 05:55:00,2026-08-27 18:47:00,True,Ghaziabad
30.0,86,37.6,0.0,0.0,3,5.7,0.314,2026-08-27 09:00:00,106,169,1.2,48.9,60.1,14.6,22.5,592.0,95.0,2026-08-27 05:55:00,2026-08-27 18:47:00,True,Ghaziabad
31.3,81,39.2,0.0,0.0,3,4.3,0.312,2026-08-27 10:00:00,106,169,2.35,47.7,61.0,10.2,26.0,579.0,129.0,2026-08-27 05:55:00,2026-08-27 18:47:00,True,Ghaziabad
31.9,69,39.3,0.0,0.0,3,2.2,0.312,2026-08-27 11:00:00,106,169,3.1,49.1,64.0,7.2,29.1,575.0,157.0,2026-08-27 05:55:00,2026-08-27 18:47:00,True,Ghaziabad
29.3,83,35.6,2.1,2.1,61,7.2,0.333,2026-08-27 12:00:00,106,169,3.25,52.6,69.2,6.3,31.0,578.0,175.0,2026-08-27 05:55:00,2026-08-27 18:47:00,True,Ghaziabad
29.8,81,36.5,0.6,0.6,53,5.1,0.338,2026-08-27 13:00:00,106,169,2.75,54.7,70.5,6.7,32.5,589.0,189.0,2026-08-27 05:55:00,2026-08-27 18:47:00,True,Ghaziabad
30.8,76,37.3,0.0,0.0,3,6.0,0.335,2026-08-27 14:00:00,105,169,2.3,57.6,72.9,8.1,33.9,600.0,198.0,2026-08-27 05:55:00,2026-08-27 18:47:00,True,Ghaziabad
31.0,75,37.6,0.0,0.0,3,5.2,0.333,2026-08-27 15:00:00,105,168,1.9,61.9,77.5,10.1,35.5,592.0,207.0,2026-08-27 05:55:00,2026-08-27 18:47:00,True,Ghaziabad
31.5,72,38.2,0.0,0.0,3,4.3,0.33,2026-08-27 16:00:00,104,168,0.95,62.4,78.0,13.0,37.1,584.0,212.0,2026-08-27 05:55:00,2026-08-27 18:47:00,True,Ghaziabad
30.5,79,37.3,0.0,0.0,3,6.4,0.325,2026-08-27 17:00:00,104,167,0.25,64.0,76.8,17.6,37.9,626.0,205.0,2026-08-27 05:55:00,2026-08-27 18:47:00,True,Ghaziabad
29.7,83,36.7,0.0,0.0,3,4.7,0.324,2026-08-27 18:00:00,103,172,0.0,67.1,76.1,25.3,37.7,762.0,179.0,2026-08-27 05:55:00,2026-08-27 18:47:00,True,Ghaziabad
29.0,85,36.0,0.0,0.0,3,4.0,0.324,2026-08-27 19:00:00,102,180,0.0,76.8,85.9,34.6,36.7,947.0,141.0,2026-08-27 05:55:00,2026-08-27 18:47:00,False,Ghaziabad
28.7,87,35.4,0.0,0.0,3,5.3,0.324,2026-08-27 20:00:00,101,178,0.0,80.8,89.4,41.9,35.6,1102.0,109.0,2026-08-27 05:55:00,2026-08-27 18:47:00,False,Ghaziabad
28.3,87,35.0,0.0,0.0,2,5.1,0.324,2026-08-27 21:00:00,100,167,0.0,88.0,96.6,45.2,34.3,1200.0,90.0,2026-08-27 05:55:00,2026-08-27 18:47:00,False,Ghaziabad
28.1,87,34.2,0.0,0.0,1,6.9,0.324,2026-08-27 22:00:00,98,162,0.0,93.6,100.1,46.4,32.8,1267.0,76.0,2026-08-27 05:55:00,2026-08-27 18:47:00,False,Ghaziabad
28.5,88,34.9,0.0,0.0,1,7.6,0.324,2026-08-27 23:00:00,97,162,0.0,103.8,109.9,47.6,31.9,1297.0,65.0,2026-08-27 05:55:00,2026-08-27 18:47:00,False,Ghaziabad
28.0,91,34.5,0.0,0.0,1,7.9,0.324,2026-08-28 00:00:00,97,161,0.0,109.4,116.2,49.5,32.3,1273.0,57.0,2026-08-28 05:55:00,2026-08-28 18:46:00,False,Ghaziabad
27.8,91,34.3,0.0,0.0,2,7.3,0.324,2026-08-28 01:00:00,97,162,0.0,115.7,123.9,51.3,33.3,1213.0,53.0,2026-08-28 05:55:00,2026-08-28 18:46:00,False,Ghaziabad
27.6,90,34.2,0.0,0.0,3,5.1,0.324,2026-08-28 02:00:00,98,162,0.0,120.6,130.4,53.0,33.2,1166.0,46.0,2026-08-28 05:55:00,2026-08-28 18:46:00,False,Ghaziabad
27.4,92,34.2,0.0,0.0,3,3.6,0.324,2026-08-28 03:00:00,99,163,0.0,127.6,137.8,55.8,30.5,1175.0,31.0,2026-08-28 05:55:00,2026-08-28 18:46:00,False,Ghaziabad
27.4,91,34.1,0.0,0.0,2,4.1,0.324,2026-08-28 04:00:00,100,164,0.0,135.0,144.4,58.5,26.6,1198.0,14.0,2026-08-28 05:55:00,2026-08-28 18:46:00,False,Ghaziabad
26.3,92,31.9,0.0,0.0,3,7.8,0.328,2026-08-28 05:00:00,102,166,0.0,67.3,108.3,34.3,24.8,1158.0,30.0,2026-08-28 05:55:00,2026-08-28 18:46:00,False,Ghaziabad
25.7,94,31.0,1.7,1.7,61,8.3,0.35,2026-08-28 06:00:00,102,166,0.1,69.6,112.7,31.6,25.0,996.0,40.0,2026-08-28 05:55:00,2026-08-28 18:46:00,True,Ghaziabad
27.3,90,32.8,0.2,0.2,51,11.4,0.351,2026-08-28 07:00:00,102,166,0.4,66.6,104.8,27.8,25.3,771.0,54.0,2026-08-28 05:55:00,2026-08-28 18:46:00,True,Ghaziabad
29.3,83,35.4,0.0,0.0,3,9.5,0.35,2026-08-28 08:00:00,102,166,1.3,57.9,102.9,23.3,25.0,578.0,75.0,2026-08-28 05:55:00,2026-08-28 18:46:00,True,Ghaziabad
30.7,73,35.9,0.0,0.0,2,11.7,0.347,2026-08-28 09:00:00,103,166,2.5,52.5,113.4,17.8,23.6,453.0,107.0,2026-08-28 05:55:00,2026-08-28 18:46:00,True,Ghaziabad
31.7,69,37.7,0.0,0.0,1,10.2,0.343,2026-08-28 10:00:00,103,166,4.4,60.3,150.4,11.7,21.6,359.0,146.0,2026-08-28 05:55:00,2026-08-28 18:46:00,True,Ghaziabad
32.7,62,38.5,0.0,0.0,2,12.9,0.342,2026-08-28 11:00:00,103,167,6.05,70.1,190.9,7.1,19.9,287.0,173.0,2026-08-28 05:55:00,2026-08-28 18:46:00,True,Ghaziabad
33.2,60,38.8,0.0,0.0,2,12.6,0.336,2026-08-28 12:00:00,104,167,6.45,75.7,213.3,4.7,18.6,233.0,182.0,2026-08-28 05:55:00,2026-08-28 18:46:00,True,Ghaziabad
33.5,59,38.9,0.0,0.0,2,12.5,0.331,2026-08-28 13:00:00,105,168,6.1,84.5,294.3,3.8,17.6,200.0,181.0,2026-08-28 05:55:00,2026-08-28 18:46:00,True,Ghaziabad
33.7,57,38.7,0.0,0.0,3,12.9,0.325,2026-08-28 14:00:00,106,169,4.4,96.4,398.6,4.3,16.8,186.0,174.0,2026-08-28 05:55:00,2026-08-28 18:46:00,True,Ghaziabad
33.7,57,38.0,0.0,0.0,2,12.5,0.32,2026-08-28 15:00:00,107,170,2.45,108.5,486.2,5.8,16.1,174.0,164.0,2026-08-28 05:55:00,2026-08-28 18:46:00,True,Ghaziabad
33.2,61,38.0,0.0,0.0,0,11.2,0.316,2026-08-28 16:00:00,108,171,0.95,120.1,538.3,8.6,15.8,180.0,148.0,2026-08-28 05:55:00,2026-08-28 18:46:00,True,Ghaziabad
32.9,63,38.2,0.0,0.0,0,9.2,0.291,2026-08-28 17:00:00,110,173,0.25,106.6,429.3,13.0,15.5,256.0,122.0,2026-08-28 05:55:00,2026-08-28 18:46:00,True,Ghaziabad
31.4,71,37.6,0.0,0.0,3,5.1,0.29,2026-08-28 18:00:00,114,174,0.0,113.9,410.7,26.2,18.7,425.0,99.0,2026-08-28 05:55:00,2026-08-28 18:46:00,True,Ghaziabad
30.6,74,36.9,0.0,0.0,0,4.7,0.29,2026-08-28 19:00:00,120,176,0.0,129.5,456.3,44.7,23.3,663.0,67.0,2026-08-28 05:55:00,2026-08-28 18:46:00,False,Ghaziabad
30.3,76,36.9,0.0,0.0,1,3.4,0.29,2026-08-28 20:00:00,126,177,0.0,149.0,512.2,61.5,27.8,947.0,40.0,2026-08-28 05:55:00,2026-08-28 18:46:00,False,Ghaziabad
29.9,78,36.5,0.0,0.0,2,3.5,0.291,2026-08-28 21:00:00,133,179,0.0,166.7,560.7,75.0,32.1,1373.0,23.0,2026-08-28 05:55:00,2026-08-28 18:46:00,False,Ghaziabad
29.5,79,35.8,0.0,0.0,2,4.8,0.291,2026-08-28 22:00:00,141,182,0.0,183.0,594.2,86.6,36.4,1846.0,10.0,2026-08-28 05:55:00,2026-08-28 18:46:00,False,Ghaziabad
29.5,79,35.8,0.0,0.0,1,5.1,0.292,2026-08-28 23:00:00,149,184,0.0,192.8,597.9,93.9,38.9,2055.0,2.0,2026-08-28 05:55:00,2026-08-28 18:46:00,False,Ghaziabad
28.9,81,35.0,0.0,0.0,2,5.5,0.292,2026-08-29 00:00:00,157,187,0.0,190.9,581.1,94.9,38.9,1782.0,0.0,2026-08-29 05:56:00,2026-08-29 18:45:00,False,Ghaziabad
28.6,81,34.6,0.0,0.0,3,5.3,0.292,2026-08-29 01:00:00,165,190,0.0,185.8,558.8,91.6,37.1,1246.0,0.0,2026-08-29 05:56:00,2026-08-29 18:45:00,False,Ghaziabad
28.5,81,34.0,0.0,0.0,3,7.1,0.292,2026-08-29 02:00:00,172,192,0.0,176.0,502.9,86.8,34.9,793.0,0.0,2026-08-29 05:56:00,2026-08-29 18:45:00,False,Ghaziabad
28.2,81,33.2,0.0,0.0,3,9.1,0.292,2026-08-29 03:00:00,178,195,0.0,156.9,407.0,82.1,32.5,544.0,0.0,2026-08-29 05:56:00,2026-08-29 18:45:00,False,Ghaziabad
28.0,80,32.7,0.0,0.0,3,10.7,0.292,2026-08-29 04:00:00,183,203,0.0,132.7,331.6,75.9,29.6,378.0,0.0,2026-08-29 05:56:00,2026-08-29 18:45:00,False,Ghaziabad
28.6,78,33.1,0.0,0.0,3,12.4,0.281,2026-08-29 05:00:00,186,214,0.0,91.5,319.4,37.6,17.8,273.0,22.0,2026-08-29 05:56:00,2026-08-29 18:45:00,False,Ghaziabad
28.3,78,32.6,0.0,0.0,3,13.5,0.281,2026-08-29 06:00:00,189,227,0.15,83.4,322.2,31.1,16.5,246.0,36.0,2026-08-29 05:56:00,2026-08-29 18:45:00,True,Ghaziabad
28.9,76,33.1,0.0,0.0,3,14.1,0.281,2026-08-29 07:00:00,193,239,0.8,81.7,335.3,22.1,14.7,280.0,56.0,2026-08-29 05:56:00,2026-08-29 18:45:00,True,Ghaziabad
29.8,73,34.1,0.0,0.0,3,13.2,0.279,2026-08-29 08:00:00,197,253,2.25,82.2,373.5,14.6,13.7,302.0,78.0,2026-08-29 05:56:00,2026-08-29 18:45:00,True,Ghaziabad
30.9,68,35.2,0.0,0.0,2,13.0,0.276,2026-08-29 09:00:00,201,269,4.25,92.0,455.4,10.1,14.3,280.0,105.0,2026-08-29 05:56:00,2026-08-29 18:45:00,True,Ghaziabad
31.9,64,37.0,0.0,0.0,1,12.3,0.272,2026-08-29 10:00:00,207,289,6.2,100.4,489.9,7.1,15.7,246.0,135.0,2026-08-29 05:56:00,2026-08-29 18:45:00,True,Ghaziabad
33.1,59,38.8,0.0,0.0,0,11.4,0.267,2026-08-29 11:00:00,213,308,7.4,104.1,486.2,5.0,16.8,219.0,157.0,2026-08-29 05:56:00,2026-08-29 18:45:00,True,Ghaziabad
33.8,56,39.9,0.0,0.0,0,11.2,0.262,2026-08-29 12:00:00,218,324,6.9,104.3,475.9,3.5,17.1,203.0,168.0,2026-08-29 05:56:00,2026-08-29 18:45:00,True,Ghaziabad
34.4,54,40.6,0.0,0.0,2,9.6,0.257,2026-08-29 13:00:00,222,337,5.85,106.6,482.4,3.0,17.2,194.0,172.0,2026-08-29 05:56:00,2026-08-29 18:45:00,True,Ghaziabad
34.6,53,40.3,0.0,0.0,3,9.3,0.252,2026-08-29 14:00:00,225,347,3.95,110.4,499.2,4.1,17.2,195.0,169.0,2026-08-29 05:56:00,2026-08-29 18:45:00,True,Ghaziabad
34.3,53,38.9,0.0,0.0,3,9.5,0.248,2026-08-29 15:00:00,227,352,2.05,114.1,519.7,6.6,16.9,186.0,158.0,2026-08-29 05:56:00,2026-08-29 18:45:00,True,Ghaziabad
33.9,57,38.8,0.0,0.0,3,9.0,0.245,2026-08-29 16:00:00,227,354,0.85,116.9,484.3,10.7,16.6,187.0,140.0,2026-08-29 05:56:00,2026-08-29 18:45:00,True,Ghaziabad
33.1,61,38.8,0.0,0.0,2,5.9,0.243,2026-08-29 17:00:00,226,351,0.25,100.4,403.3,14.5,17.4,258.0,128.0,2026-08-29 05:56:00,2026-08-29 18:45:00,True,Ghaziabad
31.4,72,38.1,0.0,0.0,3,3.7,0.243,2026-08-29 18:00:00,226,350,0.0,107.8,394.9,27.2,20.2,447.0,105.0,2026-08-29 05:56:00,2026-08-29 18:45:00,True,Ghaziabad
30.8,75,38.0,0.0,0.0,3,0.4,0.244,2026-08-29 19:00:00,226,349,0.0,120.6,418.2,45.0,24.0,705.0,73.0,2026-08-29 05:56:00,2026-08-29 18:45:00,False,Ghaziabad
29.9,78,36.8,0.0,0.0,3,1.4,0.244,2026-08-29 20:00:00,225,347,0.0,131.8,428.4,60.6,27.3,951.0,45.0,2026-08-29 05:56:00,2026-08-29 18:45:00,False,Ghaziabad
29.0,83,35.8,0.0,0.0,3,3.5,0.245,2026-08-29 21:00:00,224,343,0.0,143.0,440.5,72.3,29.6,1208.0,26.0,2026-08-29 05:56:00,2026-08-29 18:45:00,False,Ghaziabad
28.8,83,35.0,0.0,0.0,3,6.0,0.245,2026-08-29 22:00:00,222,337,0.0,150.9,441.4,81.7,31.3,1453.0,12.0,2026-08-29 05:56:00,2026-08-29 18:45:00,False,Ghaziabad
29.0,82,35.5,0.0,0.0,3,4.3,0.245,2026-08-29 23:00:00,219,329,0.0,151.8,415.4,86.9,31.7,1527.0,2.0,2026-08-29 05:56:00,2026-08-29 18:45:00,False,Ghaziabad
28.4,85,34.9,0.0,0.0,3,4.5,0.246,2026-08-30 00:00:00,216,319,0.0,146.7,370.7,86.2,30.3,1297.0,0.0,2026-08-30 05:57:00,2026-08-30 18:44:00,False,Ghaziabad
28.2,86,34.4,0.0,0.0,3,5.6,0.246,2026-08-30 01:00:00,213,308,0.0,138.3,322.2,81.3,27.6,897.0,0.0,2026-08-30 05:57:00,2026-08-30 18:44:00,False,Ghaziabad
28.4,82,33.9,0.0,0.0,2,9.0,0.246,2026-08-30 02:00:00,209,295,0.0,122.9,285.0,74.4,25.1,573.0,0.0,2026-08-30 05:57:00,2026-08-30 18:44:00,False,Ghaziabad
28.7,76,33.2,0.0,0.0,1,11.1,0.247,2026-08-30 03:00:00,205,282,0.0,106.6,284.1,65.9,23.3,424.0,3.0,2026-08-30 05:57:00,2026-08-30 18:44:00,False,Ghaziabad
28.2,77,32.7,0.0,0.0,0,9.5,0.247,2026-08-30 04:00:00,203,275,0.0,92.2,285.9,55.6,21.7,351.0,9.0,2026-08-30 05:57:00,2026-08-30 18:44:00,False,Ghaziabad
28.7,74,33.0,0.0,0.0,0,9.8,0.253,2026-08-30 05:00:00,202,272,0.0,87.3,380.0,31.2,16.9,303.0,33.0,2026-08-30 05:57:00,2026-08-30 18:44:00,False,Ghaziabad
28.2,75,32.5,0.0,0.0,0,9.7,0.253,2026-08-30 06:00:00,203,276,0.15,81.5,369.7,25.6,15.8,274.0,44.0,2026-08-30 05:57:00,2026-08-30 18:44:00,True,Ghaziabad
28.9,74,33.3,0.0,0.0,2,9.9,0.252,2026-08-30 07:00:00,204,279,0.75,82.2,391.2,17.7,14.4,270.0,60.0,2026-08-30 05:57:00,2026-08-30 18:44:00,True,Ghaziabad
29.9,70,34.5,0.0,0.0,3,9.4,0.251,2026-08-30 08:00:00,205,282,2.15,86.6,421.9,11.3,13.7,262.0,79.0,2026-08-30 05:57:00,2026-08-30 18:44:00,True,Ghaziabad
31.0,66,35.7,0.0,0.0,3,9.0,0.249,2026-08-30 09:00:00,206,285,4.15,94.3,466.6,7.8,14.4,238.0,103.0,2026-08-30 05:57:00,2026-08-30 18:44:00,True,Ghaziabad
32.3,62,37.6,0.0,0.0,3,9.6,0.245,2026-08-30 10:00:00,206,286,6.15,101.3,482.4,5.8,15.9,210.0,130.0,2026-08-30 05:57:00,2026-08-30 18:44:00,True,Ghaziabad
33.0,59,38.6,0.0,0.0,3,9.6,0.241,2026-08-30 11:00:00,206,285,7.05,105.0,480.6,4.4,16.9,188.0,150.0,2026-08-30 05:57:00,2026-08-30 18:44:00,True,Ghaziabad
33.6,55,39.3,0.0,0.0,3,8.4,0.237,2026-08-30 12:00:00,206,285,6.55,91.5,369.7,3.3,16.9,175.0,159.0,2026-08-30 05:57:00,2026-08-30 18:44:00,True,Ghaziabad
33.4,55,38.0,0.0,0.0,3,6.2,0.235,2026-08-30 13:00:00,204,278,5.8,86.8,336.2,2.8,16.4,167.0,162.0,2026-08-30 05:57:00,2026-08-30 18:44:00,True,Ghaziabad
